"congresistaid";"categoría";"fecha"
3;146;"2008-05-28"
3;45;"2008-05-27"
3;149;"2008-06-18"
3;151;"2007-12-11"
3;147;"2008-05-28"
3;50;"2007-06-14"
3;149;"2008-04-08"
3;110;"2006-12-12"
3;110;"2006-12-14"
3;36;"2006-12-12"
3;12;"2007-12-12"
3;155;"2006-10-25"
7;12;"2010-06-16"
7;97;"2010-06-17"
7;33;"2009-11-25"
7;33;"2009-11-24"
7;115;"2009-11-17"
7;115;"2009-11-24"
7;50;"2009-12-16"
7;116;"2009-08-12"
7;47;"2009-08-12"
7;117;"2009-08-12"
7;78;"2010-06-16"
7;4;"2009-08-11"
7;4;"2009-12-17"
7;120;"2009-12-16"
7;121;"2009-11-11"
7;33;"2010-05-04"
7;33;"2010-05-11"
7;33;"2009-12-10"
7;124;"2010-06-16"
7;72;"2009-10-20"
7;72;"2009-09-30"
7;72;"2009-12-15"
7;46;"2010-06-08"
7;125;"2010-06-16"
7;84;"2009-11-03"
7;84;"2009-11-11"
7;8;"2010-06-08"
7;8;"2010-06-09"
7;132;"2009-12-14"
7;132;"2009-12-16"
7;133;"2009-11-17"
7;110;"2008-12-15"
7;135;"2009-10-27"
7;27;"2009-12-14"
7;27;"2010-05-04"
7;56;"2009-12-15"
7;56;"2009-12-16"
7;83;"2009-10-27"
7;21;"2010-06-17"
7;47;"2010-06-08"
7;143;"2009-08-11"
7;144;"2009-10-27"
7;144;"2009-12-15"
7;144;"2009-12-14"
7;144;"2009-12-16"
7;145;"2008-05-21"
7;148;"2008-12-15"
7;149;"2009-06-10"
7;149;"2008-12-15"
7;149;"2009-06-09"
7;150;"2009-11-17"
7;152;"2009-11-03"
7;8;"2009-12-15"
7;8;"2007-12-11"
7;18;"2009-06-17"
7;18;"2009-06-18"
7;18;"2009-09-29"
7;48;"2010-06-08"
7;50;"2007-06-05"
7;110;"2006-12-12"
7;36;"2006-12-06"
7;36;"2007-06-14"
7;148;"2008-06-04"
8;110;"2008-12-15"
8;148;"2008-12-15"
8;149;"2008-12-15"
10;12;"2010-06-02"
10;12;"2010-06-16"
10;72;"2010-06-08"
10;97;"2010-06-17"
10;112;"2010-06-08"
10;4;"2010-06-15"
10;4;"2010-06-16"
10;4;"2010-06-08"
10;78;"2010-06-16"
10;123;"2010-06-09"
10;92;"2010-06-08"
10;124;"2010-06-16"
10;46;"2010-06-08"
10;116;"2010-06-15"
10;8;"2010-06-08"
10;8;"2010-06-09"
10;21;"2010-06-17"
10;47;"2010-06-08"
10;48;"2010-06-08"
12;70;"2010-06-16"
12;70;"2010-06-02"
12;50;"2010-06-09"
12;71;"2010-06-17"
12;74;"2010-05-19"
12;50;"2010-05-19"
12;76;"2010-06-09"
12;77;"2010-05-19"
12;78;"2010-05-19"
12;78;"2010-06-15"
12;79;"2010-06-09"
12;50;"2010-06-08"
12;47;"2010-05-19"
12;80;"2010-06-08"
12;80;"2010-06-09"
12;81;"2010-06-09"
12;82;"2010-06-08"
12;47;"2010-06-08"
12;86;"2009-12-15"
12;68;"2010-06-15"
12;4;"2010-04-27"
12;4;"2010-05-05"
12;89;"2010-06-09"
12;12;"2009-11-04"
12;12;"2010-06-02"
12;12;"2010-06-15"
12;91;"2010-06-17"
12;93;"2010-06-16"
12;4;"2009-12-10"
12;95;"2010-05-05"
12;96;"2010-06-08"
12;95;"2009-12-01"
12;72;"2009-12-14"
12;72;"2009-10-28"
12;97;"2010-04-06"
12;4;"2009-11-04"
12;4;"2009-12-01"
12;4;"2009-11-11"
12;104;"2010-06-08"
12;12;"2010-05-19"
12;72;"2010-05-05"
12;72;"2009-12-10"
12;106;"2010-05-05"
12;35;"2009-12-10"
12;4;"2009-10-28"
12;4;"2009-12-14"
12;113;"2010-06-17"
12;113;"2010-06-16"
12;112;"2009-12-02"
12;4;"2009-12-15"
12;48;"2009-11-24"
12;114;"2009-12-16"
12;47;"2009-11-24"
12;118;"2009-12-15"
12;78;"2009-12-10"
12;37;"2009-12-02"
12;41;"2009-12-09"
12;119;"2010-04-20"
12;119;"2010-04-27"
12;122;"2009-12-14"
12;92;"2009-12-14"
12;33;"2009-12-14"
12;33;"2010-04-27"
12;124;"2010-06-16"
12;124;"2009-12-16"
12;125;"2009-11-24"
12;84;"2009-11-11"
12;116;"2009-12-16"
12;128;"2009-12-02"
12;8;"2009-11-24"
12;8;"2010-06-16"
12;132;"2009-12-16"
12;133;"2009-11-24"
12;133;"2009-11-19"
12;136;"2010-05-18"
12;136;"2010-04-27"
12;56;"2009-12-16"
12;138;"2009-12-15"
12;138;"2009-12-16"
12;21;"2009-12-15"
12;143;"2009-11-19"
12;144;"2009-12-17"
12;9;"2009-12-14"
12;3;"2009-12-16"
12;146;"2008-05-28"
12;45;"2008-05-27"
12;149;"2009-06-18"
12;149;"2008-06-18"
12;151;"2007-12-11"
12;152;"2009-11-19"
12;107;"2009-12-01"
12;147;"2008-05-28"
12;8;"2009-12-14"
12;18;"2009-12-15"
12;18;"2009-12-01"
12;50;"2007-06-14"
12;149;"2008-04-08"
12;44;"2010-04-20"
12;110;"2006-12-12"
12;110;"2006-12-14"
12;36;"2006-12-12"
12;12;"2007-12-12"
12;155;"2006-10-25"
13;70;"2010-06-16"
13;71;"2010-06-17"
13;72;"2010-06-08"
13;78;"2010-06-15"
13;40;"2010-06-08"
13;82;"2010-06-08"
13;83;"2010-06-08"
13;68;"2010-06-15"
13;68;"2009-12-15"
13;6;"2010-06-08"
13;12;"2010-06-15"
13;91;"2010-06-17"
13;93;"2010-06-16"
13;6;"2009-12-02"
13;6;"2009-11-11"
13;52;"2010-06-08"
13;72;"2009-12-14"
13;97;"2010-04-06"
13;104;"2009-09-30"
13;104;"2010-06-08"
13;105;"2009-09-30"
13;37;"2010-06-08"
13;108;"2009-11-11"
13;109;"2010-06-08"
13;4;"2009-12-14"
13;52;"2009-12-02"
13;113;"2010-06-17"
13;113;"2010-06-16"
13;112;"2009-12-02"
13;4;"2009-12-10"
13;4;"2009-12-15"
13;48;"2009-11-24"
13;114;"2009-12-16"
13;47;"2009-11-24"
13;118;"2009-12-15"
13;78;"2009-12-10"
13;37;"2009-12-02"
13;41;"2009-12-09"
13;119;"2010-04-20"
13;119;"2010-04-27"
13;122;"2009-12-14"
13;92;"2009-12-14"
13;33;"2009-12-14"
13;33;"2010-04-27"
13;124;"2010-06-16"
13;124;"2009-12-16"
13;125;"2009-11-24"
13;84;"2009-11-11"
13;116;"2009-12-16"
13;128;"2009-12-02"
13;8;"2009-11-24"
13;8;"2010-06-16"
13;132;"2009-12-16"
13;133;"2009-11-24"
13;133;"2009-11-19"
13;136;"2010-05-18"
13;136;"2010-04-27"
13;56;"2009-12-16"
13;138;"2009-12-15"
13;138;"2009-12-16"
13;21;"2009-12-15"
13;143;"2009-11-19"
13;144;"2009-12-17"
13;9;"2009-12-14"
13;3;"2009-12-16"
13;146;"2008-05-28"
13;45;"2008-05-27"
13;149;"2009-06-18"
13;149;"2008-06-18"
13;151;"2007-12-11"
13;152;"2009-11-19"
13;107;"2009-12-01"
13;147;"2008-05-28"
13;8;"2009-12-14"
13;18;"2009-12-15"
13;18;"2009-12-01"
13;50;"2007-06-14"
13;149;"2008-04-08"
13;44;"2010-04-20"
13;110;"2006-12-12"
13;110;"2006-12-14"
13;36;"2006-12-12"
13;12;"2007-12-12"
13;155;"2006-10-25"
14;110;"2006-12-12"
14;36;"2006-12-06"
15;70;"2010-06-16"
15;71;"2010-06-17"
15;78;"2010-06-15"
15;82;"2010-06-08"
15;68;"2010-06-15"
15;12;"2010-06-15"
15;90;"2010-04-06"
15;91;"2010-06-17"
15;93;"2010-06-16"
15;45;"2010-05-18"
15;97;"2010-04-06"
15;99;"2010-04-06"
15;104;"2010-06-08"
15;107;"2010-04-27"
15;113;"2010-06-17"
15;113;"2010-06-16"
15;119;"2010-04-20"
15;119;"2010-04-27"
15;33;"2010-04-27"
15;124;"2010-06-16"
15;8;"2010-06-16"
15;136;"2010-05-18"
15;136;"2010-04-27"
15;44;"2010-04-20"
15;110;"2006-12-14"
15;36;"2006-12-12"
17;50;"2007-06-05"
17;110;"2006-12-12"
17;36;"2006-12-06"
17;36;"2007-06-14"
18;70;"2010-06-16"
18;71;"2010-06-17"
18;78;"2010-06-15"
18;82;"2009-12-09"
18;82;"2010-06-08"
18;84;"2010-06-15"
18;68;"2010-06-15"
18;87;"2010-04-20"
18;88;"2010-06-08"
18;12;"2010-06-15"
18;91;"2010-06-17"
18;91;"2010-06-08"
18;93;"2010-04-20"
18;93;"2010-06-16"
18;72;"2009-12-14"
18;97;"2010-04-06"
18;98;"2010-06-15"
18;100;"2009-08-25"
18;101;"2010-06-15"
18;103;"2009-10-27"
18;103;"2009-11-25"
18;103;"2009-11-11"
18;103;"2009-10-28"
18;103;"2009-11-04"
18;104;"2010-06-08"
18;65;"2010-04-06"
18;110;"2009-12-01"
18;82;"2009-08-25"
18;111;"2009-11-10"
18;112;"2009-11-10"
18;4;"2009-12-14"
18;113;"2010-06-17"
18;113;"2010-06-16"
18;112;"2009-12-02"
18;4;"2009-12-10"
18;4;"2009-12-15"
18;48;"2009-11-24"
18;114;"2009-12-16"
18;47;"2009-11-24"
18;118;"2009-12-15"
18;78;"2009-12-10"
18;37;"2009-12-02"
18;41;"2009-12-09"
18;119;"2010-04-20"
18;119;"2010-04-27"
18;122;"2009-12-14"
18;92;"2009-12-14"
18;33;"2009-12-14"
18;33;"2010-04-27"
18;124;"2010-06-16"
18;124;"2009-12-16"
18;125;"2009-11-24"
18;84;"2009-11-11"
18;116;"2009-12-16"
18;128;"2009-12-02"
18;8;"2009-11-24"
18;8;"2010-06-16"
18;132;"2009-12-16"
18;133;"2009-11-24"
18;133;"2009-11-19"
18;136;"2010-05-18"
18;136;"2010-04-27"
18;56;"2009-12-16"
18;137;"2010-06-15"
18;138;"2009-12-15"
18;138;"2009-12-16"
18;140;"2008-09-17"
18;21;"2009-12-15"
18;143;"2009-11-19"
18;144;"2009-12-17"
18;9;"2009-12-14"
18;3;"2009-12-16"
18;149;"2009-06-18"
18;152;"2009-11-19"
18;107;"2009-12-01"
18;8;"2009-12-14"
18;18;"2009-12-15"
18;18;"2009-12-01"
18;44;"2010-04-20"
19;12;"2010-06-16"
19;97;"2010-06-17"
19;33;"2009-11-25"
19;33;"2009-11-24"
19;115;"2009-11-17"
19;115;"2009-11-24"
19;50;"2009-12-16"
19;116;"2009-08-12"
19;47;"2009-08-12"
19;117;"2009-08-12"
19;78;"2010-06-16"
19;4;"2009-08-11"
19;4;"2009-12-17"
19;120;"2009-12-16"
19;33;"2010-05-04"
19;33;"2010-05-11"
19;33;"2009-12-10"
19;124;"2010-06-16"
19;72;"2009-10-20"
19;72;"2009-09-30"
19;72;"2009-12-15"
19;46;"2010-06-08"
19;84;"2009-11-03"
19;84;"2009-11-11"
19;8;"2010-06-08"
19;8;"2010-06-09"
19;132;"2009-12-14"
19;132;"2009-12-16"
19;133;"2009-11-17"
19;133;"2009-05-26"
19;110;"2008-12-15"
19;27;"2009-12-14"
19;27;"2010-05-04"
19;56;"2009-12-15"
19;56;"2009-12-16"
19;21;"2010-06-17"
19;47;"2010-06-08"
19;33;"2009-12-02"
19;33;"2009-11-17"
19;143;"2009-08-11"
19;144;"2009-12-15"
19;144;"2009-12-14"
19;144;"2009-12-16"
19;145;"2008-05-21"
19;147;"2008-12-10"
19;148;"2008-12-15"
19;149;"2009-06-10"
19;149;"2008-12-15"
19;149;"2009-06-09"
19;150;"2009-11-17"
19;152;"2009-11-03"
19;8;"2009-12-15"
19;8;"2007-12-11"
19;18;"2009-06-17"
19;18;"2009-06-18"
19;18;"2009-09-29"
19;48;"2010-06-08"
19;50;"2007-06-05"
19;110;"2006-12-12"
19;36;"2006-12-06"
19;36;"2007-06-14"
19;148;"2008-06-04"
26;146;"2008-05-28"
26;45;"2008-05-27"
26;149;"2009-06-18"
26;149;"2008-06-18"
26;151;"2007-12-11"
26;147;"2008-05-28"
26;50;"2007-06-14"
26;149;"2008-04-08"
26;110;"2006-12-12"
26;110;"2006-12-14"
26;36;"2006-12-12"
26;12;"2007-12-12"
26;155;"2006-10-25"
28;12;"2010-06-16"
28;97;"2010-06-17"
28;33;"2009-11-25"
28;33;"2009-11-24"
28;115;"2009-11-17"
28;115;"2009-11-24"
28;50;"2009-12-16"
28;116;"2009-08-12"
28;47;"2009-08-12"
28;117;"2009-08-12"
28;78;"2010-06-16"
28;4;"2009-08-11"
28;4;"2009-12-17"
28;120;"2009-12-16"
28;121;"2009-11-11"
28;33;"2010-05-04"
28;33;"2010-05-11"
28;33;"2009-12-10"
28;124;"2010-06-16"
28;72;"2009-10-20"
28;72;"2009-09-30"
28;72;"2009-12-15"
28;46;"2010-06-08"
28;125;"2010-06-16"
28;84;"2009-11-03"
28;84;"2009-11-11"
28;8;"2010-06-08"
28;8;"2010-06-09"
28;132;"2009-12-14"
28;132;"2009-12-16"
28;133;"2009-11-17"
28;110;"2008-12-15"
28;135;"2009-10-27"
28;27;"2009-12-14"
28;27;"2010-05-04"
28;56;"2009-12-15"
28;56;"2009-12-16"
28;83;"2009-10-27"
28;21;"2010-06-17"
28;47;"2010-06-08"
28;143;"2009-08-11"
28;144;"2009-10-27"
28;144;"2009-12-15"
28;144;"2009-12-14"
28;144;"2009-12-16"
28;145;"2008-05-21"
28;148;"2008-12-15"
28;149;"2009-06-10"
28;149;"2008-12-15"
28;149;"2009-06-09"
28;150;"2009-11-17"
28;152;"2009-11-03"
28;8;"2009-12-15"
28;8;"2007-12-11"
28;18;"2009-06-17"
28;18;"2009-06-18"
28;18;"2009-09-29"
28;48;"2010-06-08"
28;50;"2007-06-05"
28;110;"2006-12-12"
28;36;"2006-12-06"
28;148;"2008-06-04"
29;8;"2007-12-11"
30;12;"2010-06-16"
30;97;"2010-05-18"
30;97;"2010-06-17"
30;33;"2009-11-25"
30;33;"2009-11-24"
30;115;"2009-11-17"
30;115;"2009-11-24"
30;50;"2009-12-16"
30;116;"2009-08-12"
30;47;"2009-08-12"
30;117;"2009-08-12"
30;78;"2010-06-16"
30;4;"2009-08-11"
30;4;"2009-12-17"
30;120;"2009-12-16"
30;33;"2010-05-04"
30;33;"2010-05-11"
30;33;"2009-12-10"
30;124;"2010-06-16"
30;72;"2009-10-20"
30;72;"2009-09-30"
30;72;"2009-12-15"
30;46;"2010-06-08"
30;84;"2009-11-03"
30;84;"2009-11-11"
30;8;"2010-06-08"
30;8;"2010-06-09"
30;132;"2009-12-14"
30;132;"2009-12-16"
30;133;"2009-11-17"
30;133;"2009-05-26"
30;110;"2008-12-15"
30;27;"2009-12-14"
30;27;"2010-05-04"
30;56;"2009-12-15"
30;56;"2009-12-16"
30;142;"2009-10-06"
30;21;"2010-06-17"
30;47;"2010-06-08"
30;33;"2009-12-02"
30;33;"2009-10-13"
30;33;"2009-11-17"
30;143;"2009-08-11"
30;144;"2009-12-15"
30;144;"2009-12-14"
30;144;"2009-12-16"
30;145;"2008-05-21"
30;147;"2008-12-10"
30;148;"2008-12-15"
30;149;"2009-06-10"
30;149;"2008-12-15"
30;149;"2009-06-09"
30;150;"2009-11-17"
30;152;"2009-11-03"
30;8;"2009-12-15"
30;8;"2007-12-11"
30;18;"2009-06-17"
30;18;"2009-06-18"
30;18;"2009-09-29"
30;48;"2010-06-08"
30;148;"2008-06-04"
31;155;"2006-10-25"
32;70;"2010-06-16"
32;71;"2010-06-17"
32;78;"2010-06-15"
32;82;"2010-06-08"
32;68;"2010-06-15"
32;12;"2010-06-15"
32;91;"2010-06-17"
32;92;"2010-05-18"
32;93;"2010-06-16"
32;72;"2009-12-14"
32;97;"2010-04-06"
32;4;"2010-05-04"
32;104;"2010-06-08"
32;4;"2009-12-14"
32;113;"2010-06-17"
32;113;"2010-06-16"
32;112;"2009-12-02"
32;4;"2009-12-10"
32;4;"2009-12-15"
32;48;"2009-11-24"
32;114;"2009-12-16"
32;47;"2009-11-24"
32;118;"2009-12-15"
32;78;"2009-12-10"
32;37;"2009-12-02"
32;41;"2009-12-09"
32;119;"2010-04-20"
32;119;"2010-04-27"
32;122;"2009-12-14"
32;92;"2009-12-14"
32;33;"2009-12-14"
32;33;"2010-04-27"
32;124;"2010-06-16"
32;124;"2009-12-16"
32;125;"2009-11-24"
32;84;"2009-11-11"
32;116;"2009-12-16"
32;128;"2009-12-02"
32;8;"2009-11-24"
32;8;"2010-06-16"
32;132;"2009-12-16"
32;133;"2009-11-24"
32;133;"2009-11-19"
32;136;"2010-05-18"
32;136;"2010-04-27"
32;56;"2009-12-16"
32;138;"2009-12-15"
32;138;"2009-12-16"
32;21;"2009-12-15"
32;143;"2009-11-19"
32;144;"2009-12-17"
32;9;"2009-12-14"
32;3;"2009-12-16"
32;146;"2008-05-28"
32;45;"2008-05-27"
32;149;"2009-06-18"
32;149;"2008-06-18"
32;151;"2007-12-11"
32;152;"2009-11-19"
32;107;"2009-12-01"
32;147;"2008-05-28"
32;8;"2009-12-14"
32;18;"2009-12-15"
32;18;"2009-12-01"
32;50;"2007-06-14"
32;149;"2008-04-08"
32;110;"2006-12-12"
32;110;"2006-12-14"
32;36;"2006-12-12"
32;12;"2007-12-12"
32;155;"2006-10-25"
33;24;"2010-05-18"
33;110;"2006-12-12"
33;110;"2006-12-14"
33;110;"2006-11-21"
33;36;"2006-12-12"
33;155;"2006-10-25"
36;8;"2007-12-11"
36;50;"2007-06-05"
36;110;"2006-12-12"
36;36;"2006-11-22"
36;36;"2006-12-06"
36;36;"2007-06-14"
36;36;"2006-11-21"
37;12;"2010-06-02"
37;12;"2010-06-16"
37;72;"2010-06-08"
37;97;"2010-06-17"
37;12;"2010-05-19"
37;4;"2010-05-18"
37;112;"2010-06-08"
37;4;"2010-06-15"
37;4;"2010-06-16"
37;33;"2009-11-25"
37;33;"2009-11-24"
37;48;"2010-05-11"
37;4;"2010-06-08"
37;115;"2009-11-17"
37;115;"2009-11-24"
37;50;"2009-10-28"
37;50;"2009-12-16"
37;47;"2009-11-03"
37;116;"2009-08-12"
37;47;"2009-12-16"
37;47;"2009-08-12"
37;35;"2009-10-14"
37;117;"2009-08-12"
37;118;"2010-05-11"
37;50;"2009-11-24"
37;50;"2009-11-25"
37;78;"2010-06-16"
37;78;"2010-05-18"
37;4;"2009-08-11"
37;4;"2009-12-17"
37;120;"2009-12-16"
37;122;"2010-05-11"
37;123;"2010-06-09"
37;92;"2010-06-08"
37;119;"2009-11-03"
37;92;"2010-05-11"
37;33;"2010-05-04"
37;33;"2010-05-11"
37;33;"2009-12-10"
37;124;"2010-06-16"
37;72;"2009-10-20"
37;72;"2009-09-30"
37;72;"2009-12-15"
37;46;"2010-06-08"
37;92;"2009-11-03"
37;122;"2009-11-24"
37;84;"2009-11-03"
37;84;"2009-11-11"
37;4;"2009-11-03"
37;116;"2010-06-15"
37;4;"2010-04-07"
37;8;"2010-06-08"
37;8;"2010-06-09"
37;131;"2009-11-03"
37;132;"2009-12-14"
37;132;"2009-12-16"
37;133;"2009-11-17"
37;110;"2008-12-15"
37;27;"2009-12-14"
37;27;"2010-05-04"
37;56;"2009-12-15"
37;56;"2009-12-16"
37;21;"2010-06-17"
37;47;"2010-05-11"
37;47;"2010-06-08"
37;72;"2009-12-10"
37;4;"2009-10-14"
37;47;"2009-09-30"
37;143;"2009-08-11"
37;144;"2009-12-15"
37;144;"2009-12-14"
37;144;"2009-12-16"
37;148;"2008-12-15"
37;149;"2009-06-10"
37;149;"2008-12-15"
37;149;"2009-06-09"
37;150;"2009-09-30"
37;150;"2009-11-17"
37;152;"2009-11-03"
37;8;"2009-12-15"
37;18;"2009-06-17"
37;18;"2009-06-18"
37;18;"2009-09-29"
37;48;"2010-06-08"
37;48;"2009-12-10"
38;12;"2010-06-16"
38;97;"2010-06-17"
38;33;"2009-11-25"
38;33;"2009-11-24"
38;115;"2009-11-17"
38;115;"2009-11-24"
38;50;"2009-12-16"
38;116;"2009-08-12"
38;47;"2009-08-12"
38;117;"2009-08-12"
38;78;"2010-06-16"
38;4;"2009-08-11"
38;4;"2009-12-17"
38;41;"2010-06-08"
38;120;"2009-12-16"
38;33;"2010-05-04"
38;33;"2010-05-11"
38;33;"2009-12-10"
38;124;"2010-06-16"
38;72;"2009-10-20"
38;72;"2009-09-30"
38;72;"2009-12-15"
38;46;"2010-06-08"
38;84;"2009-11-03"
38;84;"2009-11-11"
38;129;"2009-11-04"
38;129;"2009-10-04"
38;8;"2010-06-08"
38;8;"2010-04-21"
38;8;"2010-06-09"
38;99;"2010-04-20"
38;132;"2009-12-14"
38;132;"2009-12-16"
38;133;"2009-11-17"
38;110;"2008-12-15"
38;41;"2009-12-09"
38;27;"2009-12-14"
38;27;"2010-05-04"
38;56;"2009-11-11"
38;56;"2009-12-15"
38;56;"2009-09-15"
38;56;"2009-09-30"
38;56;"2009-11-04"
38;56;"2009-12-16"
38;139;"2010-05-18"
38;21;"2010-04-20"
38;21;"2010-06-17"
38;47;"2010-06-08"
38;143;"2009-08-11"
38;144;"2009-12-15"
38;144;"2009-12-14"
38;144;"2009-12-16"
38;145;"2008-05-21"
38;148;"2008-12-15"
38;149;"2009-06-10"
38;149;"2008-12-15"
38;149;"2009-06-09"
38;150;"2009-11-17"
38;152;"2009-11-03"
38;8;"2009-12-15"
38;8;"2007-12-11"
38;18;"2009-06-17"
38;18;"2009-06-18"
38;18;"2009-09-29"
38;48;"2010-06-08"
38;50;"2007-06-05"
38;110;"2006-12-12"
38;36;"2006-12-06"
38;36;"2007-06-14"
38;148;"2008-06-04"
47;12;"2010-06-16"
47;97;"2010-05-18"
47;97;"2010-06-17"
47;33;"2009-11-25"
47;33;"2009-11-24"
47;115;"2009-11-17"
47;115;"2009-11-24"
47;50;"2009-12-16"
47;116;"2009-08-12"
47;47;"2009-08-12"
47;117;"2009-08-12"
47;78;"2010-06-16"
47;4;"2009-08-11"
47;4;"2009-12-17"
47;120;"2009-12-16"
47;33;"2010-05-04"
47;33;"2010-05-11"
47;33;"2009-12-10"
47;124;"2010-06-16"
47;72;"2009-10-20"
47;72;"2009-09-30"
47;72;"2009-12-15"
47;46;"2010-06-08"
47;84;"2009-11-03"
47;84;"2009-11-11"
47;8;"2010-06-08"
47;8;"2010-06-09"
47;132;"2009-12-14"
47;132;"2009-12-16"
47;133;"2009-11-17"
47;133;"2009-05-26"
47;110;"2008-12-15"
47;27;"2009-12-14"
47;27;"2010-05-04"
47;56;"2009-12-15"
47;56;"2009-12-16"
47;142;"2009-10-06"
47;21;"2010-06-17"
47;47;"2010-06-08"
47;33;"2009-12-02"
47;33;"2009-10-13"
47;33;"2009-11-17"
47;143;"2009-08-11"
47;144;"2009-12-15"
47;144;"2009-12-14"
47;144;"2009-12-16"
47;145;"2008-05-21"
47;147;"2008-12-10"
47;148;"2008-12-15"
47;149;"2009-06-10"
47;149;"2008-12-15"
47;149;"2009-06-09"
47;150;"2009-11-17"
47;152;"2009-11-03"
47;8;"2009-12-15"
47;8;"2007-12-11"
47;18;"2009-06-17"
47;18;"2009-06-18"
47;18;"2009-09-29"
47;48;"2010-06-08"
47;50;"2007-06-05"
47;110;"2006-12-12"
47;36;"2006-12-06"
47;36;"2007-06-14"
47;148;"2008-06-04"
54;24;"2010-05-18"
54;146;"2008-05-28"
54;45;"2008-05-27"
54;149;"2008-06-18"
54;151;"2007-12-11"
54;147;"2008-05-28"
54;50;"2007-06-14"
54;149;"2008-04-08"
54;12;"2007-12-12"
55;70;"2010-06-16"
55;71;"2010-06-17"
55;73;"2010-06-09"
55;78;"2010-06-15"
55;82;"2010-06-08"
55;68;"2010-06-15"
55;12;"2010-06-15"
55;91;"2010-06-17"
55;93;"2010-06-16"
55;72;"2009-12-14"
55;14;"2010-04-20"
55;97;"2010-04-06"
55;104;"2010-06-08"
55;4;"2009-12-14"
55;113;"2010-06-17"
55;113;"2010-06-16"
55;112;"2009-12-02"
55;4;"2009-12-10"
55;4;"2009-12-15"
55;48;"2009-11-24"
55;114;"2009-12-16"
55;47;"2009-11-24"
55;118;"2009-12-15"
55;78;"2009-12-10"
55;37;"2009-12-02"
55;41;"2009-12-09"
55;119;"2010-04-20"
55;119;"2010-04-27"
55;122;"2009-12-14"
55;92;"2009-12-14"
55;33;"2009-12-14"
55;33;"2010-04-27"
55;124;"2010-06-16"
55;124;"2009-12-16"
55;125;"2009-11-24"
55;84;"2009-11-11"
55;116;"2009-12-16"
55;128;"2009-12-02"
55;8;"2009-11-24"
55;8;"2010-06-16"
55;132;"2009-12-16"
55;133;"2009-11-24"
55;133;"2009-11-19"
55;136;"2010-05-18"
55;136;"2010-04-27"
55;56;"2009-12-16"
55;138;"2009-12-15"
55;138;"2009-12-16"
55;21;"2009-12-15"
55;143;"2009-11-19"
55;144;"2009-12-17"
55;9;"2009-12-14"
55;3;"2009-12-16"
55;146;"2008-05-28"
55;45;"2008-05-27"
55;149;"2009-06-18"
55;149;"2008-06-18"
55;151;"2007-12-11"
55;152;"2009-11-19"
55;107;"2009-12-01"
55;147;"2008-05-28"
55;8;"2009-12-14"
55;18;"2009-12-15"
55;18;"2009-12-01"
55;50;"2007-06-14"
55;149;"2008-04-08"
55;44;"2010-04-20"
55;110;"2006-12-12"
55;110;"2006-12-14"
55;36;"2006-12-12"
55;12;"2007-12-12"
55;155;"2006-10-25"
58;70;"2010-06-16"
58;71;"2010-06-17"
58;78;"2010-06-15"
58;82;"2009-12-09"
58;82;"2010-06-08"
58;84;"2010-06-15"
58;68;"2010-06-15"
58;87;"2010-04-20"
58;88;"2010-06-08"
58;12;"2010-06-15"
58;91;"2010-06-17"
58;91;"2010-06-08"
58;93;"2010-04-20"
58;93;"2010-06-16"
58;72;"2009-12-14"
58;97;"2010-04-06"
58;98;"2010-06-15"
58;100;"2009-08-25"
58;101;"2010-06-15"
58;103;"2009-10-27"
58;103;"2009-11-25"
58;103;"2009-11-11"
58;103;"2009-10-28"
58;103;"2009-11-04"
58;104;"2010-06-08"
58;65;"2010-04-06"
58;110;"2009-12-01"
58;82;"2009-08-25"
58;111;"2009-11-10"
58;112;"2009-11-10"
58;4;"2009-12-14"
58;113;"2010-06-17"
58;113;"2010-06-16"
58;112;"2009-12-02"
58;4;"2009-12-10"
58;4;"2009-12-15"
58;48;"2009-11-24"
58;114;"2009-12-16"
58;47;"2009-11-24"
58;118;"2009-12-15"
58;78;"2009-12-10"
58;37;"2009-12-02"
58;41;"2009-12-09"
58;119;"2010-04-20"
58;119;"2010-04-27"
58;122;"2009-12-14"
58;92;"2009-12-14"
58;33;"2009-12-14"
58;33;"2010-04-27"
58;124;"2010-06-16"
58;124;"2009-12-16"
58;125;"2009-11-24"
58;84;"2009-11-11"
58;116;"2009-12-16"
58;128;"2009-12-02"
58;8;"2009-11-24"
58;8;"2010-06-16"
58;132;"2009-12-16"
58;133;"2009-11-24"
58;133;"2009-11-19"
58;136;"2010-05-18"
58;136;"2010-04-27"
58;56;"2009-12-16"
58;137;"2010-06-15"
58;138;"2009-12-15"
58;138;"2009-12-16"
58;140;"2008-09-17"
58;21;"2009-12-15"
58;143;"2009-11-19"
58;144;"2009-12-17"
58;9;"2009-12-14"
58;3;"2009-12-16"
58;146;"2008-05-28"
58;45;"2008-05-27"
58;149;"2009-06-18"
58;149;"2008-06-18"
58;151;"2007-12-11"
58;152;"2009-11-19"
58;107;"2009-12-01"
58;147;"2008-05-28"
58;8;"2009-12-14"
58;18;"2009-12-15"
58;18;"2009-12-01"
58;9;"2007-05-03"
58;50;"2007-06-14"
58;149;"2008-04-08"
58;153;"2007-05-16"
58;44;"2010-04-20"
58;110;"2006-12-12"
58;110;"2006-12-14"
58;36;"2006-12-12"
58;12;"2007-12-12"
58;155;"2006-10-25"
60;70;"2010-06-16"
60;71;"2010-06-17"
