3.434934;-76.512716
3.433044;-76.539511
3.445002;-76.543398
3.432728;-76.517941
3.458548;-76.557337
3.43279;-76.534586
3.390515;-76.548486
3.43555;-76.507797
3.419204;-76.482999
3.464425;-76.479933
3.458982;-76.480952
3.454725;-76.481947
3.438105;-76.478779
3.384598;-76.555225
3.490862;-76.533374
3.414453;-76.506004
3.435995;-76.523061
3.444402;-76.50807
3.441676;-76.52117
3.426538;-76.553419
3.413734;-76.556822
3.44453;-76.552477
3.447576;-76.516356
3.467895;-76.51414
3.400258;-76.534641
3.439971;-76.531937
3.492436;-76.504963
3.416825;-76.562125
3.416825;-76.562125
3.401428;-76.522114
3.392834;-76.54914
3.395029;-76.549215
3.414629;-76.468118
3.425338;-76.499098
3.408104;-76.544084
3.384116;-76.518128
3.402307;-76.525274
3.444542;-76.501652
3.441627;-76.485867
3.476888;-76.490394
3.393341;-76.518807
3.389573;-76.541732
3.40351;-76.505819
3.486253;-76.5089
3.433492;-76.469666
3.384898;-76.5222
3.424695;-76.465102
3.49548;-76.493679
3.431436;-76.465539
3.420781;-76.52439
3.415314;-76.535895
3.425218;-76.463453
3.421356;-76.50244
3.429287;-76.505049
3.485343;-76.52969
3.450062;-76.530165
3.432841;-76.537472
3.41623;-76.559253
3.420597;-76.529096
3.415592;-76.527259
3.382863;-76.530579
3.42528;-76.517296
3.375653;-76.551607
3.419357;-76.550889
3.403234;-76.52953
3.442302;-76.550256
3.431844;-76.507255
3.45005;-76.541654
3.418591;-76.497304
3.420518;-76.490294
3.434855;-76.516719
3.398175;-76.550254
3.417611;-76.464498
3.410135;-76.498649
3.435275;-76.505261
3.443111;-76.496185
3.416242;-76.499366
3.475696;-76.506551
3.46255;-76.485603
3.480791;-76.504095
3.484484;-76.489071
3.388367;-76.548667
3.459389;-76.534157
3.439507;-76.527366
3.472716;-76.510639
3.452067;-76.515065
3.469975;-76.481881
3.457521;-76.518146
3.408674;-76.521257
3.424188;-76.480197
3.422615;-76.510433
3.426752;-76.501595
3.433949;-76.528285
3.449052;-76.495577
3.48107;-76.527083
3.444495;-76.512579
3.426305;-76.51265
3.421793;-76.506826
3.39596;-76.53013
3.416122;-76.519405
3.472899;-76.513617
3.449622;-76.53596
3.47433;-76.485968
3.42223;-76.564223
3.433618;-76.521086
3.447855;-76.506142
3.455491;-76.488053
3.414002;-76.476462
3.389805;-76.535568
3.411589;-76.495584
3.426086;-76.509373
3.373084;-76.520538
3.419737;-76.561475
3.487142;-76.492217
3.469015;-76.495111
3.470869;-76.499552
3.394176;-76.554941
3.412106;-76.492926
3.425086;-76.493322
3.425412;-76.506958
3.472111;-76.489796
3.429513;-76.486231
3.419015;-76.466129
3.433352;-76.481213
3.433191;-76.476711
3.458298;-76.48514
3.421665;-76.495285
3.417327;-76.513887
3.417327;-76.513887
3.420749;-76.471839
3.38775;-76.557526
3.432771;-76.485668
3.378278;-76.54509
3.481907;-76.491326
3.415567;-76.488061
3.397881;-76.504315
3.386337;-76.548478
3.452966;-76.544361
3.438552;-76.495443
3.413199;-76.543679
3.447927;-76.520675
3.477604;-76.508786
3.424882;-76.486684
3.343053;-76.534628
3.493976;-76.487356
3.474376;-76.479998
3.479988;-76.481908
3.476986;-76.48094
3.402237;-76.474805
3.404193;-76.472057
3.40841;-76.475447
3.371152;-76.554855
3.459261;-76.514159
3.407565;-76.469994
3.390547;-76.528369
3.470821;-76.520365
3.433009;-76.514355
3.388673;-76.555041
3.422518;-76.509166
3.40643;-76.533546
3.438239;-76.51675
3.425742;-76.472626
3.432305;-76.473498
3.450388;-76.483303
3.453226;-76.476565
3.40748;-76.513013
3.42794;-76.488922
3.441418;-76.514829
3.464171;-76.505023
3.428669;-76.509808
3.426564;-76.543969
3.444364;-76.532202
3.408727;-76.524603
3.414575;-76.523273
3.480577;-76.486661
3.488933;-76.488506
3.460021;-76.487659
3.455046;-76.524512
3.445732;-76.528466
3.427923;-76.50217
3.465737;-76.527496
3.400347;-76.534801
3.428647;-76.524472
3.440639;-76.505777
3.428124;-76.548158
3.437100;-76.510254
3.446704;-76.534058
3.412185;-76.532199
3.458964;-76.535662
3.376222;-76.546052
3.44749;-76.485184
3.420827;-76.557334
3.442631;-76.517776
3.430688;-76.500405
3.447046;-76.524582
3.442965;-76.550673
3.454452;-76.552903
3.418967;-76.558518
3.441585;-76.48989
3.467579;-76.515931
3.410735;-76.509744
3.364483;-76.535931
3.42295;-76.523434
3.487752;-76.484789
3.409208;-76.478278
3.40741;-76.499949
3.436904;-76.470256
3.414711;-76.558795
3.461793;-76.528651
3.428745;-76.495533
3.43831;-76.488211
3.465772;-76.490872
3.41161;-76.519438
3.426737;-76.474439
3.449242;-76.499707
3.429785;-76.509218
3.453242;-76.570631
3.426641;-76.497943
