"congresistaid";"categoría";"fecha"
5;70;"2010-09-07"
5;50;"2011-06-15"
5;75;"2011-06-01"
5;50;"2010-12-14"
5;77;"2010-10-19"
5;78;"2010-12-14"
5;79;"2011-05-31"
5;50;"2011-06-16"
5;47;"2010-12-14"
5;82;"2010-11-30"
5;82;"2010-11-29"
5;82;"2010-12-14"
5;4;"2010-12-16"
5;91;"2011-04-12"
5;91;"2010-12-01"
5;91;"2010-12-16"
5;91;"2011-05-17"
5;93;"2010-12-15"
5;93;"2010-12-14"
5;93;"2010-12-01"
5;45;"2010-11-30"
5;45;"2011-05-17"
5;45;"2010-12-15"
5;95;"2011-06-08"
5;96;"2011-06-15"
5;8;"2011-06-15"
5;72;"2012-05-03"
5;72;"2010-11-16"
5;97;"2010-10-12"
5;97;"2010-08-24"
5;72;"2011-05-25"
5;4;"2010-09-07"
5;4;"2010-09-28"
5;4;"2010-12-07"
5;47;"2010-10-05"
5;157;"2014-05-27"
5;157;"2014-05-28"
5;157;"2014-06-03"
5;89;"2014-03-25"
5;160;"2013-12-12"
5;160;"2013-12-03"
5;162;"2014-04-22"
5;72;"2013-06-20"
5;50;"2013-10-29"
5;50;"2013-11-05"
5;50;"2013-12-13"
5;18;"2013-08-20"
5;72;"2014-06-18"
5;164;"2013-11-26"
5;164;"2013-11-06"
5;164;"2013-12-12"
5;59;"2013-12-11"
5;50;"2013-06-04"
5;50;"2014-05-20"
5;50;"2014-05-27"
5;50;"2013-11-27"
5;158;"2013-05-07"
5;158;"2013-05-14"
5;30;"2012-11-07"
5;164;"2013-04-03"
5;173;"2012-11-20"
5;79;"2013-06-18"
5;181;"2012-06-14"
5;181;"2012-06-12"
5;181;"2012-05-24"
5;50;"2012-04-10"
5;135;"2013-06-18"
5;128;"2013-05-14"
5;184;"2013-05-29"
5;184;"2012-11-13"
5;118;"2012-04-10"
5;50;"2013-04-30"
5;78;"2012-11-15"
5;188;"2011-12-15"
5;163;"2012-06-19"
5;163;"2012-06-20"
5;189;"2012-04-10"
5;14;"2012-06-13"
5;194;"2012-12-11"
5;194;"2012-12-10"
5;194;"2013-04-02"
5;194;"2013-04-04"
5;29;"2012-12-10"
5;14;"2012-12-13"
5;161;"2012-11-26"
5;29;"2013-03-20"
5;29;"2013-05-21"
5;29;"2013-04-23"
5;61;"2012-06-14"
5;61;"2011-12-13"
5;61;"2011-12-14"
5;61;"2012-06-13"
5;61;"2012-06-28"
5;61;"2012-06-20"
5;61;"2011-12-16"
5;147;"2013-11-26"
5;202;"2013-12-16"
5;202;"2014-06-18"
5;37;"2013-06-19"
5;3;"2013-06-18"
5;208;"2011-12-16"
5;39;"2012-06-19"
5;32;"2011-11-29"
5;209;"2011-12-05"
5;211;"2012-08-28"
5;213;"2012-04-10"
5;214;"2013-12-10"
5;214;"2013-12-11"
5;133;"2013-12-16"
5;156;"2013-10-08"
5;221;"2013-10-30"
5;221;"2013-10-08"
5;221;"2013-10-16"
5;221;"2013-10-09"
5;221;"2013-10-15"
5;221;"2013-10-01"
5;221;"2013-11-05"
5;163;"2014-06-19"
5;19;"2013-11-19"
5;19;"2013-11-20"
5;179;"2013-06-19"
5;179;"2013-06-18"
5;179;"2013-06-20"
5;206;"2013-06-13"
5;206;"2013-06-17"
5;206;"2013-06-19"
5;226;"2013-10-22"
6;2;"2011-06-07"
6;2;"2011-06-01"
6;4;"2011-11-16"
6;12;"2012-06-12"
6;13;"2011-05-25"
6;13;"2011-05-24"
6;13;"2011-05-30"
6;13;"2011-06-01"
6;16;"2011-06-07"
6;16;"2011-06-16"
6;16;"2010-12-16"
6;17;"2011-04-25"
6;17;"2011-04-28"
6;17;"2011-04-06"
6;17;"2011-04-12"
6;17;"2011-05-03"
6;17;"2011-04-26"
6;17;"2011-05-04"
6;17;"2011-04-13"
6;20;"2010-11-24"
6;20;"2011-06-09"
6;20;"2011-06-16"
6;20;"2010-12-14"
6;8;"2012-09-11"
6;8;"2013-12-03"
6;31;"2011-06-08"
6;34;"2010-11-09"
6;34;"2011-06-01"
6;35;"2011-09-14"
6;41;"2012-09-11"
6;41;"2012-04-10"
6;45;"2012-11-06"
6;45;"2013-05-07"
6;47;"2011-05-31"
6;48;"2011-12-14"
6;47;"2011-12-14"
6;50;"2011-05-04"
6;50;"2011-05-31"
6;47;"2011-04-26"
6;51;"2011-05-31"
6;55;"2012-05-03"
6;56;"2012-06-14"
6;30;"2010-12-06"
6;30;"2010-12-15"
6;30;"2010-12-14"
6;40;"2012-06-20"
6;40;"2012-11-06"
6;40;"2013-06-11"
6;70;"2010-08-25"
6;70;"2010-09-07"
6;50;"2011-06-15"
6;50;"2010-11-10"
6;50;"2010-12-14"
6;50;"2010-10-12"
6;77;"2010-10-19"
6;77;"2010-10-05"
6;78;"2010-10-19"
6;78;"2010-12-14"
6;79;"2011-05-31"
6;50;"2011-06-16"
6;47;"2010-12-14"
6;47;"2010-12-01"
6;82;"2010-11-30"
6;82;"2010-11-29"
6;82;"2010-12-14"
6;4;"2010-09-21"
6;4;"2010-12-16"
6;91;"2011-04-12"
6;91;"2010-12-01"
6;91;"2010-12-16"
6;91;"2011-05-17"
6;93;"2010-12-15"
6;93;"2010-12-14"
6;93;"2010-12-01"
6;4;"2010-11-10"
6;45;"2011-05-17"
6;45;"2010-12-15"
6;95;"2011-06-08"
6;95;"2011-05-25"
6;96;"2011-06-15"
6;95;"2011-05-10"
6;72;"2012-05-03"
6;72;"2010-11-16"
6;97;"2010-10-12"
6;97;"2010-08-24"
6;4;"2010-10-12"
6;72;"2010-11-09"
6;72;"2010-10-19"
6;72;"2011-05-25"
6;72;"2010-10-12"
6;35;"2011-05-25"
6;4;"2010-09-07"
6;4;"2010-09-28"
6;4;"2010-12-07"
6;47;"2010-09-07"
6;47;"2010-10-05"
6;157;"2014-05-27"
6;157;"2014-05-28"
6;157;"2014-06-03"
6;158;"2013-06-06"
6;160;"2013-12-12"
6;79;"2013-08-27"
6;50;"2013-06-11"
6;162;"2014-04-22"
6;72;"2013-06-20"
6;50;"2013-10-29"
6;50;"2013-11-05"
6;50;"2013-12-13"
6;50;"2013-10-30"
6;18;"2013-08-20"
6;72;"2014-06-18"
6;164;"2013-11-26"
6;164;"2013-11-06"
6;164;"2013-12-12"
6;59;"2013-12-11"
6;59;"2013-11-12"
6;50;"2013-06-04"
6;50;"2014-05-20"
6;50;"2014-05-27"
6;50;"2013-11-27"
6;158;"2013-05-07"
6;158;"2013-05-14"
6;158;"2013-04-24"
6;168;"2013-10-23"
6;164;"2013-04-03"
6;173;"2012-11-20"
6;50;"2013-04-03"
6;79;"2013-06-18"
6;79;"2013-04-30"
6;181;"2012-06-14"
6;181;"2012-06-12"
6;50;"2012-04-10"
6;50;"2012-03-22"
6;135;"2013-06-18"
6;128;"2013-05-14"
6;118;"2012-04-10"
6;118;"2012-03-22"
6;50;"2013-04-30"
6;50;"2012-12-07"
6;50;"2012-11-07"
6;70;"2012-11-07"
6;70;"2012-12-07"
6;78;"2012-11-15"
6;188;"2011-12-15"
6;163;"2012-06-19"
6;163;"2012-06-20"
6;189;"2012-04-10"
6;189;"2012-03-27"
6;14;"2012-06-13"
6;194;"2012-12-11"
6;194;"2012-12-10"
6;194;"2013-04-02"
6;194;"2013-04-04"
6;29;"2012-12-10"
6;14;"2012-12-13"
6;47;"2012-09-05"
6;161;"2012-11-26"
6;29;"2013-05-21"
6;29;"2013-04-23"
6;61;"2012-06-14"
6;61;"2011-12-13"
6;61;"2011-12-14"
6;61;"2012-06-13"
6;61;"2012-06-28"
6;61;"2012-06-20"
6;61;"2011-12-16"
6;147;"2013-11-26"
6;202;"2013-12-16"
6;202;"2014-06-18"
6;37;"2013-06-19"
6;3;"2013-06-18"
6;208;"2011-12-16"
6;39;"2012-06-19"
6;32;"2011-11-29"
6;209;"2011-12-05"
6;211;"2012-08-28"
6;47;"2011-10-11"
6;214;"2013-12-10"
6;214;"2013-11-26"
6;214;"2013-12-11"
6;133;"2013-12-16"
6;158;"2014-06-03"
6;156;"2013-10-08"
6;221;"2013-10-30"
6;221;"2013-10-08"
6;221;"2013-10-16"
6;221;"2013-10-09"
6;221;"2013-10-15"
6;221;"2013-10-01"
6;221;"2013-11-05"
6;158;"2013-06-11"
6;163;"2014-06-19"
6;50;"2014-04-23"
6;19;"2013-11-19"
6;19;"2013-11-20"
6;179;"2013-06-19"
6;179;"2013-06-18"
6;179;"2013-06-20"
6;206;"2013-06-13"
6;206;"2013-06-17"
6;206;"2013-06-19"
6;226;"2013-10-22"
6;158;"2014-05-28"
9;2;"2011-06-07"
9;2;"2011-06-01"
9;12;"2012-06-12"
9;13;"2011-05-25"
9;13;"2011-05-24"
9;13;"2011-05-30"
9;13;"2011-06-01"
9;16;"2011-06-07"
9;16;"2011-06-16"
9;16;"2010-12-16"
9;17;"2011-04-25"
9;17;"2011-04-28"
9;17;"2011-04-06"
9;17;"2011-04-12"
9;17;"2011-05-03"
9;17;"2011-04-26"
9;17;"2011-05-04"
9;17;"2011-04-13"
9;20;"2010-11-24"
9;20;"2011-06-09"
9;20;"2011-06-16"
9;20;"2010-12-14"
9;8;"2012-09-11"
9;8;"2013-12-03"
9;31;"2011-06-08"
9;34;"2010-11-09"
9;34;"2011-06-01"
9;41;"2012-09-11"
9;41;"2012-04-10"
9;45;"2012-11-06"
9;45;"2013-05-07"
9;47;"2011-05-31"
9;48;"2011-12-14"
9;47;"2011-12-14"
9;50;"2011-05-31"
9;51;"2011-05-31"
9;55;"2012-05-03"
9;56;"2012-06-14"
9;30;"2010-12-06"
9;30;"2010-12-15"
9;30;"2010-12-14"
9;40;"2012-06-20"
9;40;"2012-11-06"
9;40;"2013-06-11"
9;70;"2010-09-07"
9;50;"2011-06-15"
9;50;"2010-12-14"
9;77;"2010-10-19"
9;78;"2010-12-14"
9;79;"2011-05-31"
9;50;"2011-06-16"
9;47;"2010-12-14"
9;82;"2010-11-30"
9;82;"2010-11-29"
9;82;"2010-12-14"
9;4;"2010-12-16"
9;91;"2011-04-12"
9;91;"2010-12-01"
9;91;"2010-12-16"
9;91;"2011-05-17"
9;93;"2010-12-15"
9;93;"2010-12-14"
9;93;"2010-12-01"
9;45;"2011-05-17"
9;45;"2010-12-15"
9;95;"2011-06-08"
9;96;"2011-06-15"
9;72;"2012-05-03"
9;72;"2010-11-16"
9;97;"2010-10-12"
9;97;"2010-08-24"
9;72;"2011-05-25"
9;4;"2010-09-07"
9;4;"2010-09-28"
9;4;"2010-12-07"
9;47;"2010-10-05"
9;157;"2014-05-27"
9;157;"2014-05-28"
9;157;"2014-06-03"
9;160;"2013-12-12"
9;162;"2014-04-22"
9;72;"2013-06-20"
9;50;"2013-10-29"
9;50;"2013-11-05"
9;50;"2013-12-13"
9;18;"2013-08-20"
9;72;"2014-06-18"
9;164;"2013-11-26"
9;164;"2013-11-06"
9;164;"2013-12-12"
9;59;"2013-12-11"
9;50;"2013-06-04"
9;50;"2014-05-20"
9;50;"2014-05-27"
9;50;"2013-11-27"
9;158;"2013-05-07"
9;158;"2013-05-14"
9;164;"2013-04-03"
9;173;"2012-11-20"
9;79;"2013-06-18"
9;181;"2012-06-14"
9;181;"2012-06-12"
9;50;"2012-04-10"
9;135;"2013-06-18"
9;128;"2013-05-14"
9;118;"2012-04-10"
9;50;"2013-04-30"
9;78;"2012-11-15"
9;188;"2011-12-15"
9;163;"2012-06-19"
9;163;"2012-06-20"
9;189;"2012-04-10"
9;14;"2012-06-13"
9;14;"2012-06-06"
9;194;"2012-12-11"
9;194;"2012-12-10"
9;194;"2013-04-02"
9;194;"2013-04-04"
9;29;"2012-12-10"
9;14;"2012-12-13"
9;161;"2012-11-26"
9;29;"2013-05-21"
9;29;"2013-04-23"
9;61;"2012-06-14"
9;61;"2011-12-13"
9;61;"2011-12-14"
9;61;"2012-06-13"
9;61;"2012-06-28"
9;61;"2012-06-20"
9;61;"2011-12-16"
9;147;"2013-11-26"
9;202;"2013-12-16"
9;202;"2014-06-18"
9;37;"2013-06-19"
9;3;"2013-06-18"
9;208;"2011-12-16"
9;39;"2012-06-19"
9;32;"2011-11-29"
9;209;"2011-12-05"
9;211;"2012-08-28"
9;214;"2013-12-10"
9;214;"2013-12-11"
9;133;"2013-12-16"
9;156;"2013-10-08"
9;221;"2013-10-30"
9;221;"2013-10-08"
9;221;"2013-10-16"
9;221;"2013-10-09"
9;221;"2013-10-15"
9;221;"2013-10-01"
9;221;"2013-11-05"
9;163;"2014-06-19"
9;19;"2013-11-19"
9;19;"2013-11-20"
9;179;"2013-06-19"
9;179;"2013-06-18"
9;179;"2013-06-20"
9;206;"2013-06-13"
9;206;"2013-06-17"
9;206;"2013-06-19"
9;226;"2013-10-22"
12;3;"2011-05-17"
12;4;"2011-05-11"
12;4;"2011-05-31"
12;5;"2011-05-30"
12;4;"2011-04-05"
12;12;"2010-11-02"
12;12;"2010-11-30"
12;13;"2010-12-01"
12;4;"2010-10-26"
12;16;"2010-11-16"
12;17;"2010-12-14"
12;17;"2010-12-13"
12;19;"2011-04-05"
12;20;"2010-10-12"
12;20;"2011-06-15"
12;20;"2010-12-14"
12;20;"2011-05-04"
12;8;"2012-08-28"
12;22;"2010-12-07"
12;27;"2010-12-15"
12;32;"2011-04-06"
12;33;"2010-12-15"
12;4;"2010-11-09"
12;34;"2010-09-28"
12;35;"2010-10-26"
12;37;"2010-11-16"
12;37;"2010-11-10"
12;39;"2010-12-15"
12;41;"2012-08-28"
12;42;"2010-11-16"
12;45;"2012-10-24"
12;45;"2013-05-21"
12;47;"2010-12-15"
12;47;"2010-12-01"
12;48;"2011-05-31"
12;47;"2010-11-02"
12;50;"2010-09-29"
12;50;"2010-10-26"
12;50;"2010-12-06"
12;47;"2010-09-29"
12;47;"2010-12-06"
12;51;"2010-12-15"
12;51;"2010-10-26"
12;54;"2010-11-16"
12;55;"2010-12-15"
12;55;"2014-06-03"
12;55;"2012-04-25"
12;56;"2012-06-13"
12;33;"2011-10-04"
12;12;"2010-11-09"
12;12;"2011-04-05"
12;58;"2010-10-05"
12;59;"2010-09-21"
12;13;"2010-10-13"
12;61;"2010-12-15"
12;30;"2010-12-06"
12;30;"2010-12-14"
12;40;"2013-06-12"
12;40;"2012-10-24"
12;69;"2010-11-10"
12;74;"2010-12-15"
12;75;"2010-12-01"
12;4;"2010-12-15"
12;79;"2010-09-29"
12;47;"2010-11-09"
12;40;"2010-12-15"
12;81;"2012-07-25"
12;82;"2010-12-14"
12;93;"2010-12-15"
12;45;"2012-05-30"
12;94;"2010-12-15"
12;95;"2010-12-15"
12;72;"2012-04-25"
12;72;"2014-05-07"
12;72;"2014-06-03"
12;82;"2010-12-01"
12;35;"2010-12-16"
12;35;"2010-10-13"
12;4;"2010-12-06"
12;161;"2013-05-21"
12;50;"2013-09-17"
12;50;"2013-05-07"
12;164;"2013-06-04"
12;164;"2013-12-04"
12;59;"2013-12-13"
12;50;"2012-11-28"
12;50;"2012-12-13"
12;158;"2013-04-24"
12;158;"2013-05-08"
12;45;"2013-09-18"
12;45;"2014-04-01"
12;45;"2013-12-13"
12;140;"2013-05-15"
12;170;"2012-12-04"
12;172;"2012-10-16"
12;63;"2013-04-17"
12;63;"2013-04-24"
12;50;"2012-09-26"
12;35;"2012-09-18"
12;180;"2012-12-11"
12;29;"2013-05-21"
12;181;"2012-06-05"
12;78;"2012-06-14"
12;50;"2012-04-10"
12;50;"2012-03-22"
12;128;"2012-08-22"
12;83;"2013-04-10"
12;118;"2012-03-22"
12;50;"2012-04-17"
12;188;"2011-12-15"
12;163;"2012-04-25"
12;118;"2012-05-30"
12;194;"2012-04-24"
12;194;"2012-08-28"
12;194;"2012-04-17"
12;194;"2013-04-10"
12;195;"2012-12-12"
12;161;"2012-05-23"
12;72;"2011-11-29"
12;61;"2011-11-08"
12;61;"2011-11-02"
12;61;"2011-12-16"
12;61;"2012-05-10"
12;61;"2012-06-20"
12;61;"2012-06-28"
12;147;"2013-11-13"
12;202;"2013-11-06"
12;21;"2012-06-20"
12;206;"2011-11-16"
12;208;"2012-05-09"
12;208;"2012-05-16"
12;72;"2011-08-17"
12;72;"2011-08-30"
12;211;"2012-08-28"
12;79;"2011-05-17"
12;74;"2011-05-31"
12;47;"2011-05-17"
12;48;"2011-06-08"
12;12;"2011-06-15"
12;213;"2011-11-09"
12;214;"2013-11-26"
12;158;"2014-04-08"
12;217;"2014-05-27"
12;148;"2014-05-14"
12;148;"2014-05-20"
12;158;"2013-11-20"
12;158;"2013-12-20"
12;158;"2013-12-11"
12;219;"2013-11-13"
12;221;"2013-10-23"
12;221;"2013-10-30"
12;159;"2013-10-29"
12;214;"2014-06-04"
12;158;"2013-06-11"
12;50;"2013-11-12"
12;50;"2013-06-17"
12;19;"2013-11-20"
