"congresistaid";"categoría";"fecha"
168;179;"2013-10-01"
168;179;"2013-10-16"
168;179;"2013-10-09"
168;179;"2013-10-02"
168;179;"2013-10-08"
168;179;"2013-10-15"
168;206;"2013-06-12"
168;206;"2013-06-19"
168;158;"2014-06-17"
172;2;"2011-05-03"
172;2;"2011-05-04"
172;2;"2011-06-07"
172;2;"2011-06-01"
172;12;"2012-06-12"
172;13;"2011-05-25"
172;13;"2011-05-24"
172;13;"2011-05-30"
172;13;"2011-06-01"
172;16;"2011-06-07"
172;16;"2011-06-16"
172;16;"2010-12-16"
172;17;"2011-04-25"
172;17;"2011-04-28"
172;17;"2011-04-06"
172;17;"2011-04-12"
172;17;"2011-05-03"
172;17;"2011-04-26"
172;17;"2011-05-04"
172;17;"2011-04-13"
172;20;"2010-11-24"
172;20;"2011-06-09"
172;20;"2011-06-16"
172;20;"2010-12-14"
172;8;"2012-09-11"
172;8;"2013-12-03"
172;31;"2011-06-08"
172;34;"2010-11-09"
172;34;"2011-06-01"
172;41;"2012-09-11"
172;41;"2012-04-11"
172;41;"2012-04-10"
172;41;"2012-05-02"
172;44;"2012-03-27"
172;45;"2012-11-06"
172;45;"2013-05-07"
172;45;"2011-10-05"
172;47;"2011-05-31"
172;48;"2011-12-14"
172;47;"2011-12-14"
172;50;"2011-05-31"
172;51;"2011-05-31"
172;55;"2012-05-03"
172;56;"2012-06-14"
172;30;"2010-12-06"
172;30;"2010-11-23"
172;30;"2010-11-24"
172;30;"2010-11-16"
172;30;"2010-12-15"
172;30;"2010-08-18"
172;30;"2010-11-18"
172;30;"2010-12-14"
172;40;"2012-06-20"
172;40;"2012-11-06"
172;40;"2013-06-11"
172;70;"2010-09-07"
172;50;"2011-06-15"
172;75;"2011-06-01"
172;50;"2010-12-14"
172;77;"2010-10-19"
172;78;"2010-12-14"
172;79;"2011-05-31"
172;50;"2011-06-16"
172;47;"2010-12-14"
172;82;"2010-11-30"
172;82;"2010-11-29"
172;82;"2010-12-14"
172;4;"2010-12-16"
172;91;"2011-04-12"
172;91;"2010-12-01"
172;91;"2010-12-16"
172;91;"2011-05-17"
172;93;"2010-12-15"
172;93;"2010-12-14"
172;93;"2010-12-01"
172;45;"2010-11-30"
172;45;"2011-05-17"
172;45;"2010-12-15"
172;95;"2011-06-08"
172;96;"2011-06-15"
172;8;"2011-06-15"
172;72;"2012-05-03"
172;72;"2010-11-16"
172;97;"2010-10-12"
172;97;"2010-08-24"
172;72;"2011-05-25"
172;4;"2010-09-07"
172;4;"2010-09-28"
172;4;"2010-12-07"
172;47;"2010-10-05"
172;157;"2014-05-27"
172;157;"2014-05-28"
172;157;"2014-06-03"
172;89;"2014-03-25"
172;160;"2013-12-12"
172;160;"2013-12-03"
172;162;"2014-04-22"
172;72;"2013-06-20"
172;50;"2013-10-29"
172;50;"2013-11-05"
172;50;"2013-12-13"
172;18;"2013-08-20"
172;72;"2014-06-18"
172;164;"2013-11-26"
172;164;"2013-11-06"
172;164;"2013-12-12"
172;59;"2013-12-11"
172;50;"2013-06-04"
172;50;"2014-05-20"
172;50;"2014-05-27"
172;50;"2013-11-27"
172;158;"2013-05-07"
172;158;"2013-05-14"
172;30;"2012-11-07"
172;164;"2013-04-03"
172;173;"2012-11-20"
172;79;"2013-06-18"
172;181;"2012-06-14"
172;181;"2012-06-12"
172;181;"2012-05-24"
172;50;"2012-04-10"
172;135;"2013-06-18"
172;128;"2013-05-14"
172;184;"2013-05-29"
172;184;"2012-11-13"
172;118;"2012-04-10"
172;50;"2013-04-30"
172;78;"2012-11-15"
172;188;"2011-12-15"
172;163;"2012-06-19"
172;163;"2012-06-20"
172;189;"2012-04-10"
172;14;"2012-06-13"
172;194;"2012-12-11"
172;194;"2012-12-10"
172;194;"2013-04-02"
172;194;"2013-04-04"
172;29;"2012-12-10"
172;14;"2012-12-13"
172;161;"2012-11-26"
172;29;"2013-03-20"
172;29;"2013-05-21"
172;29;"2013-04-23"
172;61;"2012-06-14"
172;61;"2011-12-13"
172;61;"2011-12-14"
172;61;"2012-06-13"
172;61;"2012-06-28"
172;61;"2012-06-20"
172;61;"2011-12-16"
172;147;"2013-11-26"
172;202;"2013-12-16"
172;202;"2014-06-18"
172;37;"2013-06-19"
172;3;"2013-06-18"
172;208;"2011-12-16"
172;39;"2012-06-19"
172;32;"2011-11-29"
172;209;"2011-12-05"
172;211;"2012-08-28"
172;213;"2012-04-10"
172;214;"2013-12-10"
172;214;"2013-12-11"
172;133;"2013-12-16"
172;156;"2013-10-08"
172;221;"2013-10-30"
172;221;"2013-10-08"
172;221;"2013-10-16"
172;221;"2013-10-09"
172;221;"2013-10-15"
172;221;"2013-10-01"
172;221;"2013-11-05"
172;163;"2014-06-19"
172;19;"2013-11-19"
172;19;"2013-11-20"
172;179;"2013-06-19"
172;179;"2013-06-18"
172;179;"2013-06-20"
172;206;"2013-06-13"
172;206;"2013-06-17"
172;206;"2013-06-19"
172;226;"2013-10-22"
173;2;"2011-06-07"
173;2;"2011-06-01"
173;12;"2012-06-12"
173;13;"2011-05-25"
173;13;"2011-05-24"
173;13;"2011-05-30"
173;13;"2011-06-01"
173;16;"2011-06-07"
173;16;"2011-06-16"
173;16;"2010-12-16"
173;17;"2011-04-25"
173;17;"2011-04-28"
173;17;"2011-04-06"
173;17;"2011-04-12"
173;17;"2011-05-03"
173;17;"2011-04-26"
173;17;"2011-05-04"
173;17;"2011-04-13"
173;20;"2010-11-24"
173;20;"2010-09-23"
173;20;"2011-06-09"
173;20;"2011-06-16"
173;20;"2010-12-14"
173;8;"2012-09-11"
173;8;"2013-12-03"
173;31;"2011-06-08"
173;34;"2010-11-09"
173;34;"2011-06-01"
173;41;"2012-09-11"
173;41;"2012-04-10"
173;45;"2012-11-06"
173;45;"2013-05-07"
173;47;"2011-05-31"
173;48;"2011-12-14"
173;49;"2012-09-21"
173;49;"2011-09-21"
173;47;"2011-12-14"
173;50;"2011-05-31"
173;51;"2011-05-31"
173;55;"2012-05-03"
173;56;"2012-06-14"
173;30;"2010-12-06"
173;30;"2010-12-15"
173;30;"2010-12-14"
173;40;"2012-06-20"
173;40;"2012-11-06"
173;40;"2013-06-11"
173;70;"2010-09-07"
173;50;"2011-06-15"
173;50;"2010-12-14"
173;77;"2010-10-19"
173;78;"2010-12-14"
173;79;"2011-05-31"
173;50;"2011-06-16"
173;47;"2010-12-14"
173;82;"2010-11-30"
173;82;"2010-11-29"
173;82;"2010-12-14"
173;4;"2010-12-16"
173;91;"2011-04-12"
173;91;"2010-12-01"
173;91;"2010-12-16"
173;91;"2011-05-17"
173;93;"2010-12-15"
173;93;"2010-12-14"
173;93;"2010-12-01"
173;45;"2011-05-17"
173;45;"2010-12-15"
173;95;"2011-06-08"
173;96;"2011-06-15"
173;72;"2012-05-03"
173;72;"2010-11-16"
173;97;"2010-10-12"
173;97;"2010-08-24"
173;72;"2011-05-25"
173;4;"2010-09-07"
173;4;"2010-09-28"
173;4;"2010-12-07"
173;47;"2010-10-05"
173;157;"2014-05-27"
173;157;"2014-05-28"
173;157;"2014-06-03"
173;160;"2013-12-12"
173;162;"2014-04-22"
173;72;"2013-06-20"
173;50;"2013-10-29"
173;50;"2013-11-05"
173;50;"2013-12-13"
173;18;"2013-08-20"
173;72;"2014-06-18"
173;164;"2013-11-26"
173;164;"2013-11-06"
173;164;"2013-12-12"
173;59;"2013-12-11"
173;50;"2013-06-04"
173;50;"2014-05-20"
173;50;"2014-05-27"
173;50;"2013-11-27"
173;158;"2013-05-07"
173;158;"2013-05-14"
173;164;"2013-04-03"
173;173;"2012-11-20"
173;79;"2013-06-18"
173;181;"2012-06-14"
173;181;"2012-06-12"
173;50;"2012-04-10"
173;135;"2013-06-18"
173;128;"2013-05-14"
173;118;"2012-04-10"
173;50;"2013-04-30"
173;78;"2012-11-15"
173;188;"2011-12-15"
173;163;"2012-06-19"
173;163;"2012-06-20"
173;189;"2012-04-10"
173;14;"2012-06-13"
173;194;"2012-12-11"
173;194;"2012-12-10"
173;194;"2013-04-02"
173;194;"2013-04-04"
173;29;"2012-12-10"
173;14;"2012-12-13"
173;161;"2012-11-26"
173;29;"2013-05-21"
173;29;"2013-04-23"
173;61;"2012-06-14"
173;61;"2011-12-13"
173;61;"2011-12-14"
173;61;"2012-06-13"
173;61;"2012-06-28"
173;61;"2012-06-20"
173;61;"2011-12-16"
173;147;"2013-11-26"
173;202;"2013-12-16"
173;202;"2014-06-18"
173;37;"2013-06-19"
173;3;"2013-06-18"
173;208;"2011-12-16"
173;39;"2012-06-19"
173;32;"2011-11-29"
173;209;"2011-12-05"
173;211;"2012-08-28"
173;214;"2013-12-10"
173;214;"2013-12-11"
173;133;"2013-12-16"
173;156;"2013-10-08"
173;221;"2013-10-30"
173;221;"2013-10-08"
173;221;"2013-10-16"
173;221;"2013-10-09"
173;221;"2013-10-15"
173;221;"2013-10-01"
173;221;"2013-11-05"
173;163;"2014-06-19"
173;19;"2013-11-19"
173;19;"2013-11-20"
173;179;"2013-06-19"
173;179;"2013-06-18"
173;179;"2013-06-20"
173;206;"2013-06-13"
173;206;"2013-06-17"
173;206;"2013-06-19"
173;226;"2013-10-22"
181;2;"2011-06-07"
181;2;"2011-06-01"
181;12;"2012-06-12"
181;13;"2011-05-25"
181;13;"2011-05-24"
181;13;"2011-05-30"
181;13;"2011-06-01"
181;16;"2011-06-07"
181;16;"2011-06-16"
181;16;"2010-12-16"
181;17;"2011-04-25"
181;17;"2011-04-28"
181;17;"2011-04-06"
181;17;"2011-04-12"
181;17;"2011-05-03"
181;17;"2011-04-26"
181;17;"2011-05-04"
181;17;"2011-04-13"
181;20;"2010-11-24"
181;20;"2010-09-23"
181;20;"2011-06-09"
181;20;"2011-06-16"
181;20;"2010-12-14"
181;8;"2012-09-11"
181;8;"2013-12-03"
181;31;"2011-06-08"
181;34;"2010-11-09"
181;34;"2011-06-01"
181;41;"2012-09-11"
181;41;"2012-04-10"
181;45;"2012-11-06"
181;45;"2013-05-07"
181;47;"2011-05-31"
181;48;"2011-12-14"
181;49;"2012-09-21"
181;49;"2011-09-21"
181;47;"2011-12-14"
181;50;"2011-05-31"
181;51;"2011-05-31"
181;55;"2012-05-03"
181;56;"2012-06-14"
181;30;"2010-12-06"
181;30;"2010-12-15"
181;30;"2010-12-14"
181;40;"2012-06-20"
181;40;"2012-11-06"
181;40;"2013-06-11"
181;70;"2010-09-07"
181;50;"2011-06-15"
181;50;"2010-12-14"
181;77;"2010-10-19"
181;78;"2010-12-14"
181;79;"2011-05-31"
181;50;"2011-06-16"
181;47;"2010-12-14"
181;82;"2010-11-30"
181;82;"2010-11-29"
181;82;"2010-12-14"
181;4;"2010-12-16"
181;91;"2011-04-12"
181;91;"2010-12-01"
181;91;"2010-12-16"
181;91;"2011-05-17"
181;93;"2010-12-15"
181;93;"2010-12-14"
181;93;"2010-12-01"
181;45;"2011-05-17"
181;45;"2010-12-15"
181;95;"2011-06-08"
181;96;"2011-06-15"
181;72;"2012-05-03"
181;72;"2010-11-16"
181;97;"2010-10-12"
181;97;"2010-08-24"
181;72;"2011-05-25"
181;4;"2010-09-07"
181;4;"2010-09-28"
181;4;"2010-12-07"
181;47;"2010-10-05"
181;157;"2014-05-27"
181;157;"2014-05-28"
181;157;"2014-06-03"
181;160;"2013-12-12"
181;162;"2014-04-22"
181;72;"2013-06-20"
181;50;"2013-10-29"
181;50;"2013-11-05"
181;50;"2013-12-13"
181;18;"2013-08-20"
181;72;"2014-06-18"
181;164;"2013-11-26"
181;164;"2013-11-06"
181;164;"2013-12-12"
181;59;"2013-12-11"
181;50;"2013-06-04"
181;50;"2014-05-20"
181;50;"2014-05-27"
181;50;"2013-11-27"
181;158;"2013-05-07"
181;158;"2013-05-14"
181;164;"2013-04-03"
181;173;"2012-11-20"
181;79;"2013-06-18"
181;181;"2012-06-14"
181;181;"2012-06-12"
181;50;"2012-04-10"
181;135;"2013-06-18"
181;128;"2013-05-14"
181;118;"2012-04-10"
181;50;"2013-04-30"
181;78;"2012-11-15"
181;188;"2011-12-15"
181;163;"2012-06-19"
181;163;"2012-06-20"
181;189;"2012-04-10"
181;14;"2012-06-13"
181;194;"2012-12-11"
181;194;"2012-12-10"
181;194;"2013-04-02"
181;194;"2013-04-04"
181;29;"2012-12-10"
181;14;"2012-12-13"
181;161;"2012-11-26"
181;29;"2013-05-21"
181;29;"2013-04-23"
181;61;"2012-06-14"
181;61;"2011-12-13"
181;61;"2011-12-14"
181;61;"2012-06-13"
181;61;"2012-06-28"
181;61;"2012-06-20"
181;61;"2011-12-16"
181;147;"2013-11-26"
181;202;"2013-12-16"
181;202;"2014-06-18"
181;37;"2013-06-19"
181;3;"2013-06-18"
181;208;"2011-12-16"
181;39;"2012-06-19"
181;32;"2011-11-29"
181;209;"2011-12-05"
181;211;"2012-08-28"
181;214;"2013-12-10"
181;214;"2013-12-11"
181;133;"2013-12-16"
181;156;"2013-10-08"
181;221;"2013-10-30"
181;221;"2013-10-08"
181;221;"2013-10-16"
181;221;"2013-10-09"
181;221;"2013-10-15"
181;221;"2013-10-01"
181;221;"2013-11-05"
181;163;"2014-06-19"
181;19;"2013-11-19"
181;19;"2013-11-20"
181;179;"2013-06-19"
181;179;"2013-06-18"
181;179;"2013-06-20"
181;206;"2013-06-13"
181;206;"2013-06-17"
181;206;"2013-06-19"
181;226;"2013-10-22"
183;3;"2011-05-17"
183;6;"2011-05-31"
183;13;"2010-12-01"
183;14;"2011-05-31"
183;16;"2010-11-16"
183;17;"2010-12-14"
183;17;"2010-12-13"
183;20;"2010-10-12"
183;20;"2011-06-15"
183;20;"2010-12-14"
183;20;"2011-05-04"
183;8;"2012-08-28"
183;22;"2010-12-07"
183;26;"2011-05-31"
183;27;"2010-12-15"
183;32;"2011-04-06"
183;33;"2010-12-15"
183;34;"2010-09-28"
183;37;"2010-11-16"
183;36;"2011-05-31"
183;37;"2010-11-10"
183;39;"2010-12-15"
183;41;"2012-08-28"
183;42;"2010-11-16"
183;45;"2012-10-24"
183;45;"2013-05-21"
183;47;"2010-12-15"
183;50;"2010-12-06"
183;47;"2010-12-06"
183;51;"2010-12-15"
183;52;"2010-11-09"
183;52;"2010-10-19"
183;52;"2010-09-15"
183;53;"2010-08-18"
183;53;"2011-05-31"
183;54;"2010-11-16"
183;55;"2010-12-15"
183;55;"2014-06-03"
183;55;"2012-04-25"
183;56;"2012-06-13"
183;33;"2011-10-04"
183;58;"2010-10-05"
183;61;"2010-12-15"
183;30;"2010-12-06"
183;30;"2010-12-14"
183;40;"2013-06-12"
183;40;"2012-10-24"
183;62;"2011-05-31"
183;64;"2010-09-15"
183;67;"2011-05-31"
183;67;"2010-11-09"
183;69;"2010-11-10"
183;52;"2011-05-31"
183;50;"2010-09-29"
183;74;"2010-12-15"
183;75;"2010-12-01"
183;4;"2010-12-15"
183;79;"2010-09-29"
183;47;"2010-11-09"
183;40;"2010-12-15"
183;81;"2012-07-25"
183;82;"2010-12-14"
183;83;"2010-08-17"
183;93;"2010-12-15"
183;45;"2012-05-30"
183;94;"2010-12-15"
183;95;"2010-12-15"
183;72;"2012-04-25"
183;72;"2014-05-07"
183;72;"2014-06-03"
183;82;"2010-12-01"
183;35;"2010-12-16"
183;4;"2010-12-06"
183;156;"2013-06-19"
183;160;"2013-05-29"
183;161;"2013-05-21"
183;163;"2013-05-22"
183;164;"2013-06-04"
183;164;"2013-12-04"
183;9;"2012-12-12"
183;59;"2013-12-13"
183;50;"2012-12-13"
183;135;"2013-03-20"
183;158;"2013-05-08"
183;45;"2013-09-18"
183;45;"2014-04-01"
183;45;"2013-12-13"
183;140;"2013-05-15"
183;170;"2012-12-04"
183;63;"2013-04-17"
183;63;"2013-04-24"
183;50;"2012-09-26"
183;178;"2012-12-04"
183;133;"2013-03-20"
183;180;"2012-12-11"
183;29;"2013-05-21"
183;181;"2012-06-05"
183;50;"2012-04-10"
183;135;"2012-05-15"
183;128;"2012-08-22"
183;83;"2013-04-10"
183;83;"2012-05-30"
183;188;"2011-12-15"
183;163;"2012-04-25"
183;190;"2012-05-30"
183;191;"2011-12-13"
183;192;"2012-03-21"
183;194;"2012-04-24"
183;194;"2012-08-28"
183;194;"2012-04-17"
183;194;"2013-04-10"
183;156;"2012-03-21"
183;195;"2012-12-12"
183;111;"2011-11-23"
183;196;"2011-11-16"
183;192;"2011-10-18"
183;61;"2011-11-08"
183;61;"2011-11-02"
183;61;"2011-12-16"
183;61;"2012-05-10"
183;61;"2012-06-20"
183;61;"2012-06-28"
183;201;"2012-05-09"
183;147;"2013-11-13"
183;202;"2013-11-06"
183;21;"2012-06-20"
183;37;"2011-10-18"
183;204;"2012-03-21"
183;205;"2012-05-09"
183;52;"2011-11-16"
183;52;"2011-11-23"
183;208;"2012-05-09"
183;208;"2012-05-16"
183;209;"2011-05-31"
183;211;"2012-08-28"
183;212;"2011-05-31"
183;213;"2011-11-09"
183;148;"2014-05-14"
183;148;"2014-05-20"
183;158;"2013-12-11"
183;219;"2013-11-13"
183;221;"2013-10-23"
183;221;"2013-10-30"
183;135;"2013-11-19"
183;159;"2013-10-29"
183;163;"2013-06-12"
183;50;"2013-11-12"
183;19;"2013-05-29"
183;19;"2013-11-20"
183;61;"2013-05-14"
183;61;"2013-05-08"
183;217;"2013-06-19"
183;179;"2013-06-18"
183;179;"2013-06-20"
183;179;"2013-06-17"
183;179;"2013-10-01"
183;179;"2013-10-16"
183;179;"2013-10-09"
183;179;"2013-10-02"
183;179;"2013-10-08"
183;179;"2013-10-15"
183;206;"2013-06-12"
183;206;"2013-06-19"
183;158;"2014-06-17"
183;135;"2014-04-23"
188;2;"2011-06-07"
188;2;"2011-06-01"
188;12;"2012-06-12"
188;13;"2011-05-25"
188;13;"2011-05-24"
188;13;"2011-05-30"
188;13;"2011-06-01"
188;16;"2011-06-07"
188;16;"2011-06-16"
188;16;"2010-12-16"
188;17;"2011-04-25"
188;17;"2011-04-28"
188;17;"2011-04-06"
188;17;"2011-04-12"
188;17;"2011-05-03"
188;17;"2011-04-26"
188;17;"2011-05-04"
188;17;"2011-04-13"
188;20;"2010-11-24"
188;20;"2011-06-09"
188;20;"2011-06-16"
188;20;"2010-12-14"
188;8;"2012-09-11"
188;8;"2013-12-03"
188;31;"2011-06-08"
188;34;"2010-11-09"
188;34;"2011-06-01"
188;41;"2012-09-11"
188;41;"2012-04-10"
188;45;"2012-11-06"
188;45;"2013-05-07"
188;47;"2011-05-31"
188;48;"2011-12-14"
188;47;"2011-12-14"
188;50;"2011-05-31"
188;51;"2011-05-31"
188;55;"2012-05-03"
188;56;"2012-06-14"
188;30;"2010-12-06"
188;30;"2010-12-15"
188;30;"2010-12-14"
188;40;"2012-06-20"
188;40;"2012-11-06"
188;40;"2013-06-11"
188;70;"2010-09-07"
188;50;"2011-06-15"
188;50;"2010-12-14"
188;77;"2010-10-19"
188;78;"2010-12-14"
188;79;"2011-05-31"
188;50;"2011-06-16"
188;47;"2010-12-14"
188;82;"2010-11-30"
188;82;"2010-11-29"
188;82;"2010-12-14"
188;4;"2010-12-16"
188;91;"2011-04-12"
188;91;"2010-12-01"
188;91;"2010-12-16"
188;91;"2011-05-17"
188;93;"2010-12-15"
188;93;"2010-12-14"
188;93;"2010-12-01"
188;45;"2011-05-17"
188;45;"2010-12-15"
188;95;"2011-06-08"
188;96;"2011-06-15"
188;72;"2012-05-03"
188;72;"2010-11-16"
188;97;"2010-10-12"
188;97;"2010-08-24"
188;72;"2011-05-25"
188;4;"2010-09-07"
188;4;"2010-09-28"
188;4;"2010-12-07"
188;47;"2010-10-05"
188;157;"2014-05-27"
188;157;"2014-05-28"
188;157;"2014-06-03"
188;160;"2013-12-12"
188;162;"2014-04-22"
188;72;"2013-06-20"
188;50;"2013-10-29"
188;50;"2013-11-05"
188;50;"2013-12-13"
188;18;"2013-08-20"
188;72;"2014-06-18"
188;164;"2013-11-26"
188;164;"2013-11-06"
188;164;"2013-12-12"
188;59;"2013-12-11"
188;50;"2013-06-04"
188;50;"2014-05-20"
188;50;"2014-05-27"
188;50;"2013-11-27"
188;158;"2013-05-07"
188;158;"2013-05-14"
188;164;"2013-04-03"
188;173;"2012-11-20"
188;79;"2013-06-18"
188;181;"2012-06-14"
188;181;"2012-06-12"
188;50;"2012-04-10"
188;135;"2013-06-18"
188;128;"2013-05-14"
188;118;"2012-04-10"
188;50;"2013-04-30"
188;78;"2012-11-15"
188;188;"2011-12-15"
188;163;"2012-06-19"
188;163;"2012-06-20"
188;189;"2012-04-10"
188;14;"2012-06-13"
188;14;"2012-06-06"
188;194;"2012-12-11"
188;194;"2012-12-10"
188;194;"2013-04-02"
188;194;"2013-04-04"
188;29;"2012-12-10"
188;14;"2012-12-13"
188;161;"2012-11-26"
188;29;"2013-05-21"
188;29;"2013-04-23"
188;61;"2012-06-14"
188;61;"2011-12-13"
188;61;"2011-12-14"
188;61;"2012-06-13"
188;61;"2012-06-28"
188;61;"2012-06-20"
188;61;"2011-12-16"
188;147;"2013-11-26"
188;202;"2013-12-16"
188;202;"2014-06-18"
188;37;"2013-06-19"
188;3;"2013-06-18"
188;208;"2011-12-16"
188;39;"2012-06-19"
188;32;"2011-11-29"
188;209;"2011-12-05"
188;211;"2012-08-28"
188;214;"2013-12-10"
188;214;"2013-12-11"
188;133;"2013-12-16"
188;156;"2013-10-08"
188;221;"2013-10-30"
188;221;"2013-10-08"
188;221;"2013-10-16"
188;221;"2013-10-09"
188;221;"2013-10-15"
188;221;"2013-10-01"
188;221;"2013-11-05"
188;163;"2014-06-19"
188;19;"2013-11-19"
188;19;"2013-11-20"
188;179;"2013-06-19"
188;179;"2013-06-18"
188;179;"2013-06-20"
188;206;"2013-06-13"
188;206;"2013-06-17"
188;206;"2013-06-19"
188;226;"2013-10-22"
193;2;"2011-06-07"
193;2;"2011-06-01"
193;13;"2011-05-25"
193;13;"2011-05-24"
193;13;"2011-05-30"
193;13;"2011-06-01"
193;16;"2011-06-07"
193;16;"2011-06-16"
193;16;"2010-12-16"
193;17;"2011-04-25"
193;17;"2011-04-28"
193;17;"2011-04-06"
193;17;"2011-04-12"
193;17;"2011-05-03"
193;17;"2011-04-26"
193;17;"2011-05-04"
193;17;"2011-04-13"
193;20;"2010-11-24"
193;20;"2011-06-09"
193;20;"2011-06-16"
193;20;"2010-12-14"
193;31;"2011-06-08"
193;34;"2010-11-09"
193;34;"2011-06-01"
193;41;"2012-04-10"
193;47;"2011-05-31"
193;48;"2011-12-14"
193;47;"2011-12-14"
193;50;"2011-05-31"
193;51;"2011-05-31"
193;55;"2012-05-03"
193;30;"2010-12-06"
193;30;"2010-12-15"
193;30;"2010-12-14"
193;70;"2010-09-07"
193;50;"2011-06-15"
193;50;"2010-12-14"
193;77;"2010-10-19"
193;78;"2010-12-14"
193;79;"2011-05-31"
193;50;"2011-06-16"
193;47;"2010-12-14"
193;82;"2010-11-30"
193;82;"2010-11-29"
193;82;"2010-12-14"
193;4;"2010-12-16"
193;91;"2011-04-12"
193;91;"2010-12-01"
193;91;"2010-12-16"
193;91;"2011-05-17"
193;93;"2010-12-15"
193;93;"2010-12-14"
193;93;"2010-12-01"
193;45;"2011-05-17"
193;45;"2010-12-15"
193;95;"2011-06-08"
193;96;"2011-06-15"
193;72;"2012-05-03"
193;72;"2010-11-16"
193;97;"2010-10-12"
193;97;"2010-08-24"
193;72;"2011-05-25"
193;4;"2010-09-07"
193;4;"2010-09-28"
193;4;"2010-12-07"
193;47;"2010-10-05"
193;50;"2012-04-10"
193;118;"2012-04-10"
193;188;"2011-12-15"
193;189;"2012-04-10"
193;61;"2011-12-13"
193;61;"2011-12-14"
193;61;"2011-12-16"
193;208;"2011-12-16"
193;32;"2011-11-29"
193;209;"2011-12-05"
194;1;"2011-06-14"
194;3;"2011-05-17"
194;7;"2011-05-31"
194;10;"2011-06-14"
194;13;"2010-12-01"
194;15;"2011-04-12"
194;16;"2010-11-16"
194;17;"2010-12-14"
194;17;"2010-12-13"
194;18;"2011-05-25"
194;20;"2010-10-12"
194;20;"2011-06-15"
194;20;"2010-12-14"
194;20;"2011-05-04"
194;8;"2012-08-28"
194;22;"2010-12-07"
194;24;"2011-05-25"
194;28;"2011-06-14"
194;27;"2010-12-15"
194;32;"2011-04-06"
194;33;"2010-12-15"
194;34;"2010-09-28"
194;37;"2010-11-16"
194;37;"2010-11-10"
194;39;"2010-12-15"
194;40;"2010-12-13"
194;41;"2012-08-28"
194;42;"2010-11-16"
194;20;"2011-05-31"
194;45;"2012-10-24"
194;45;"2013-05-21"
194;47;"2010-12-15"
194;49;"2011-04-12"
194;49;"2011-04-05"
194;50;"2010-12-06"
194;47;"2010-12-06"
194;51;"2010-12-15"
194;54;"2010-11-16"
194;55;"2010-12-15"
194;55;"2014-06-03"
194;55;"2012-04-25"
194;56;"2012-06-13"
194;33;"2011-10-04"
194;57;"2010-12-06"
194;58;"2010-10-05"
194;61;"2010-12-15"
194;30;"2010-12-06"
194;30;"2010-12-14"
194;40;"2011-04-12"
194;40;"2013-06-12"
194;40;"2012-10-24"
194;69;"2010-11-10"
194;50;"2010-09-29"
194;74;"2010-12-15"
194;75;"2010-12-01"
194;4;"2010-12-15"
194;79;"2010-09-29"
194;47;"2010-11-09"
194;40;"2010-12-15"
194;81;"2012-07-25"
194;82;"2010-12-14"
194;93;"2010-12-15"
194;45;"2012-05-30"
194;94;"2010-12-15"
194;95;"2010-12-15"
194;72;"2012-04-25"
194;72;"2014-05-07"
194;72;"2014-06-03"
194;82;"2010-12-01"
194;35;"2010-12-16"
194;4;"2010-12-06"
194;159;"2013-06-05"
194;161;"2013-05-21"
194;162;"2012-11-27"
194;164;"2013-06-04"
194;164;"2013-12-04"
194;59;"2013-12-13"
194;50;"2012-12-13"
194;158;"2013-05-08"
194;45;"2013-09-18"
194;45;"2014-04-01"
194;45;"2013-12-13"
194;140;"2013-05-15"
194;170;"2012-12-04"
194;171;"2012-11-27"
194;171;"2012-12-04"
194;171;"2012-11-21"
194;63;"2013-04-17"
194;63;"2013-04-24"
194;50;"2012-09-26"
194;136;"2013-05-08"
194;180;"2012-12-11"
194;29;"2013-05-21"
194;181;"2012-06-05"
194;50;"2012-04-10"
194;128;"2012-08-22"
194;83;"2013-04-10"
194;188;"2011-12-15"
194;163;"2012-04-25"
194;194;"2012-04-24"
194;194;"2012-08-28"
194;194;"2012-04-17"
194;194;"2013-04-10"
194;195;"2012-12-12"
194;61;"2011-11-08"
194;61;"2011-11-02"
194;61;"2011-12-16"
194;61;"2012-05-10"
194;61;"2012-06-20"
194;61;"2012-06-28"
194;147;"2013-11-13"
194;202;"2013-11-06"
194;21;"2012-06-20"
194;208;"2012-05-09"
194;208;"2012-05-16"
194;211;"2012-08-28"
194;213;"2011-11-09"
194;148;"2014-05-14"
194;148;"2014-05-20"
194;158;"2013-12-11"
194;136;"2013-09-24"
194;219;"2013-11-13"
194;221;"2013-10-23"
194;221;"2013-10-30"
194;159;"2013-10-29"
194;50;"2013-11-12"
194;19;"2013-11-20"
194;61;"2013-05-14"
194;61;"2013-05-08"
194;179;"2013-06-18"
194;179;"2013-06-20"
194;179;"2013-06-17"
194;179;"2013-10-01"
194;179;"2013-10-16"
194;179;"2013-10-09"
194;179;"2013-10-02"
194;179;"2013-10-08"
194;179;"2013-10-15"
194;206;"2013-06-12"
194;206;"2013-06-19"
194;158;"2014-06-17"
195;2;"2011-05-03"
195;2;"2011-05-04"
195;3;"2011-05-17"
195;11;"2011-06-01"
195;13;"2010-12-01"
195;16;"2010-11-16"
195;17;"2010-12-14"
195;17;"2010-12-13"
195;20;"2010-10-12"
195;20;"2011-06-15"
195;20;"2010-12-14"
195;20;"2011-05-04"
195;8;"2012-08-28"
195;8;"2011-05-25"
195;22;"2010-12-07"
